,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,head box_x1,head box_y1,head box_x2,head box_y2,Category
17512,077313867.jpg,380,480,374,421,360,365,389,354,392,415,393,482,375,360,359,249,-1,-1,-1,-1,328,348,336,306,327,254,390,244,421,285,419,339,327,186,372,247,sports
17513,009993691.jpg,1068,528,1013,595,1008,712,931,702,946,608,-1,-1,970,707,-1,-1,-1,-1,-1,-1,983,695,1013,760,926,792,846,770,-1,-1,834,720,771,705,873,844,sports
17514,009993691.jpg,466,576,-1,-1,462,461,488,458,501,512,496,573,475,460,480,382,-1,-1,-1,-1,448,453,442,418,453,378,507,385,504,431,507,445,467,324,506,372,sports
17515,088118924.jpg,852,912,984,720,804,543,762,541,857,770,686,923,-1,-1,-1,-1,-1,-1,-1,-1,1171,744,1118,665,1123,491,1060,491,1036,665,1149,744,1152,398,1274,567,sports
17516,088118924.jpg,275,877,290,701,314,537,388,545,388,706,383,855,351,541,362,343,-1,-1,-1,-1,297,405,242,424,285,331,439,355,456,460,386,427,336,245,419,363,sports
17517,030420452.jpg,1168,777,1240,509,964,523,943,558,1168,572,1024,751,-1,-1,-1,-1,-1,-1,-1,-1,1186,88,1010,174,1001,229,995,278,-1,-1,-1,-1,1004,94,1127,245,sports
17518,030420452.jpg,1535,414,1520,325,1508,216,1559,214,1571,320,1577,409,-1,-1,1520,64,-1,-1,-1,-1,1463,204,1467,146,1466,73,1573,55,1587,127,1564,212,1488,0,1538,65,sports
17519,030420452.jpg,1054,437,-1,-1,994,211,1042,204,1079,312,1123,433,-1,-1,987,64,-1,-1,-1,-1,858,181,896,137,931,75,1042,53,-1,-1,-1,-1,945,0,996,64,sports
17520,065439336.jpg,1113,636,1163,530,1221,429,1300,451,1260,564,1219,674,1261,440,1209,303,-1,-1,-1,-1,1000,400,1091,362,1156,323,1262,282,1351,256,1428,217,1138,208,1221,321,sports
17521,065439336.jpg,-1,-1,579,670,577,583,616,585,614,666,-1,-1,597,584,593,461,-1,-1,-1,-1,597,484,562,512,558,464,627,458,655,497,631,486,575,389,621,461,sports
17522,048750228.jpg,1446,671,1257,680,1186,593,1167,507,1322,519,1502,522,1177,550,967,617,-1,-1,-1,-1,1118,643,1087,652,1018,677,916,556,972,541,981,500,869,586,1025,699,sports
17523,036630315.jpg,1114,800,1119,667,1191,588,1208,610,1141,747,1119,898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1292,367,1273,379,1302,472,1218,595,1211,218,1307,346,sports
17524,036630315.jpg,1550,635,1557,555,1554,494,1557,492,1513,553,1477,630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1576,404,1592,404,1592,459,1550,452,1554,320,1607,382,sports
17525,036630315.jpg,1069,408,1083,367,1069,327,1089,332,1099,367,-1,-1,1079,330,1077,281,-1,-1,-1,-1,1079,300,1056,310,1059,278,1094,283,1096,307,1099,292,1069,233,1095,272,sports
17526,036630315.jpg,-1,-1,-1,-1,617,310,643,312,641,367,643,400,630,311,627,234,-1,-1,-1,-1,605,267,594,275,600,237,653,230,688,260,657,275,613,178,645,228,sports
17527,064544183.jpg,-1,-1,-1,-1,-1,-1,1190,1067,-1,-1,-1,-1,-1,-1,868,416,-1,-1,-1,-1,425,1068,528,835,572,507,1164,324,1239,584,1338,776,601,2,931,381,sports
17528,064544183.jpg,-1,-1,-1,-1,357,677,444,670,456,838,-1,-1,401,674,372,397,-1,-1,-1,-1,311,667,290,552,285,395,458,398,468,552,410,672,299,212,424,382,sports
17744,018923760.jpg,416,479,470,381,419,323,448,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,422,330,403,272,438,221,473,234,-1,-1,-1,-1,455,150,513,224,sports
17745,080801475.jpg,-1,-1,-1,-1,443,303,483,312,476,354,473,395,463,308,482,250,-1,-1,-1,-1,428,302,443,277,461,243,503,257,498,296,469,312,468,186,501,239,sports
17746,026083108.jpg,-1,-1,-1,-1,504,228,493,216,414,261,441,356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,477,120,470,101,468,166,411,208,422,88,468,148,sports
17747,079922711.jpg,455,427,485,373,429,318,425,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,469,318,448,302,458,256,441,251,-1,-1,-1,-1,452,192,492,256,sports
17748,027153348.jpg,-1,-1,-1,-1,443,264,466,265,450,316,467,396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,453,196,490,207,477,253,429,265,446,127,486,190,sports
17749,003318763.jpg,-1,-1,-1,-1,413,330,416,335,344,397,392,460,-1,-1,-1,-1,-1,-1,-1,-1,315,315,365,286,405,237,406,246,392,304,357,343,361,166,411,237,sports
17750,051701472.jpg,107,840,78,761,78,662,126,665,153,744,162,838,102,664,99,521,-1,-1,-1,-1,35,648,32,600,44,521,153,521,167,590,172,650,71,419,131,501,sports
17751,051701472.jpg,549,901,542,742,537,612,489,619,492,766,513,908,513,616,499,480,-1,-1,-1,-1,-1,-1,576,552,557,480,441,480,436,566,-1,-1,471,360,538,452,sports
17752,051701472.jpg,-1,-1,-1,-1,821,205,867,205,-1,-1,-1,-1,844,205,843,92,-1,-1,-1,-1,806,216,788,168,795,95,891,88,896,160,891,234,818,1,874,77,sports
17753,051701472.jpg,1433,898,1406,761,1385,595,1312,610,1291,783,1291,917,1349,603,1308,421,-1,-1,-1,-1,-1,-1,1430,494,1377,410,1238,432,1214,542,1204,607,1237,283,1318,392,sports
17754,051701472.jpg,-1,-1,1362,285,1409,201,1463,188,-1,-1,-1,-1,-1,-1,1381,65,-1,-1,-1,-1,1262,195,1304,141,1340,72,1422,57,1422,148,1401,229,1293,0,1369,86,sports
17755,051701472.jpg,-1,-1,1561,430,1546,314,1577,311,-1,-1,1610,512,-1,-1,-1,-1,-1,-1,-1,-1,1521,333,1517,256,1515,170,1594,164,-1,-1,-1,-1,1467,48,1539,144,sports
17756,051701472.jpg,-1,-1,-1,-1,1641,316,1683,316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1635,130,1706,154,-1,-1,1639,233,1590,35,1663,143,sports
17757,051701472.jpg,1924,927,1883,766,1864,600,1803,593,1763,766,1782,925,1834,597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1900,395,1794,369,1789,460,1741,525,1775,235,1861,355,sports
17758,019668643.jpg,-1,-1,706,783,711,614,641,626,646,778,694,932,676,620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,730,412,598,403,562,528,535,624,623,257,706,379,sports
17759,019668643.jpg,1157,944,1169,778,1179,607,1104,612,1092,788,1073,946,1142,610,1146,439,-1,-1,-1,-1,-1,-1,1263,552,1241,436,1051,441,1032,549,-1,-1,1101,255,1192,385,sports
17760,019668643.jpg,930,441,883,316,957,234,1006,242,981,376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,755,147,829,131,895,83,952,102,998,194,996,271,856,5,935,119,sports
17761,019668643.jpg,-1,-1,1060,375,1083,251,1133,248,-1,-1,-1,-1,1108,250,1110,115,-1,-1,-1,-1,1053,200,1037,208,1048,120,1172,110,1181,211,1126,205,1073,0,1137,92,sports
17762,019668643.jpg,-1,-1,-1,-1,1270,276,1325,276,-1,-1,-1,-1,-1,-1,1289,87,-1,-1,-1,-1,1214,166,1211,186,1231,96,1347,77,-1,-1,1252,147,1277,2,1346,77,sports
17763,019668643.jpg,-1,-1,-1,-1,436,356,481,354,-1,-1,-1,-1,459,355,-1,-1,-1,-1,-1,-1,-1,-1,358,227,424,190,477,257,-1,-1,-1,-1,414,114,493,214,sports
17764,019668643.jpg,237,467,255,322,262,177,206,177,206,331,202,460,234,177,-1,-1,-1,-1,-1,-1,300,231,295,175,271,132,151,133,162,213,182,302,138,47,214,142,sports
17765,075784629.jpg,622,1028,622,850,619,643,521,655,518,833,521,1006,570,649,553,446,-1,-1,-1,-1,672,674,687,571,650,446,456,446,446,600,429,706,512,261,589,396,sports
17766,075784629.jpg,856,937,825,804,796,619,715,636,729,807,751,944,756,628,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,804,408,654,429,-1,-1,-1,-1,640,261,728,391,sports
17767,075784629.jpg,-1,-1,-1,-1,927,264,947,263,967,406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,916,110,949,108,978,211,-1,-1,875,1,950,99,sports
17768,075784629.jpg,-1,-1,-1,-1,1116,273,1173,269,-1,-1,-1,-1,1145,271,1135,123,-1,-1,-1,-1,1085,234,1077,196,1081,129,1188,116,1202,192,-1,-1,1078,12,1155,117,sports
17769,075784629.jpg,-1,-1,1289,432,1274,303,1336,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1237,212,1239,124,1356,87,-1,-1,1351,247,1257,0,1333,93,sports
17770,075784629.jpg,-1,-1,-1,-1,89,195,142,208,-1,-1,-1,-1,116,202,139,69,-1,-1,-1,-1,51,184,68,124,84,54,193,84,164,158,103,209,104,0,176,89,sports
17771,075784629.jpg,257,465,269,342,215,170,177,177,208,329,213,460,196,174,-1,-1,-1,-1,-1,-1,293,266,315,180,326,106,248,112,-1,-1,-1,-1,318,39,399,135,sports
17772,064119963.jpg,-1,-1,-1,-1,810,328,870,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,705,186,695,169,761,139,870,143,-1,-1,816,229,754,44,821,147,sports
17773,064119963.jpg,944,889,923,747,908,622,834,619,848,754,850,898,871,621,850,446,-1,-1,-1,-1,-1,-1,988,523,918,439,781,453,769,552,769,641,808,305,881,415,sports
17774,064119963.jpg,535,920,533,773,511,641,436,646,448,785,468,937,474,644,462,457,-1,-1,-1,-1,-1,-1,554,559,533,460,391,453,381,557,388,658,432,315,498,415,sports
17775,064119963.jpg,-1,-1,1430,370,1454,246,1474,249,1471,366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1408,127,-1,-1,1456,88,1443,90,1443,192,1423,260,1355,1,1437,94,sports
17776,064119963.jpg,-1,-1,-1,-1,1617,250,1674,243,-1,-1,-1,-1,1646,247,1633,98,-1,-1,-1,-1,-1,-1,1569,188,1572,110,1694,85,1718,180,-1,-1,1602,0,1679,88,sports
17777,064119963.jpg,-1,-1,-1,-1,1800,261,1868,256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1808,133,1729,142,1770,71,1897,72,1851,148,-1,-1,1789,1,1868,89,sports
17778,064119963.jpg,340,889,331,761,326,619,316,622,287,756,256,874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,362,465,340,439,-1,-1,516,364,343,326,416,427,sports
17779,064119963.jpg,-1,-1,-1,-1,311,382,353,374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,284,215,341,205,374,270,300,260,241,131,299,224,sports
17780,064119963.jpg,-1,-1,-1,-1,422,353,463,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,391,284,411,220,476,213,-1,-1,-1,-1,379,127,440,212,sports
17781,092360267.jpg,91,681,152,492,187,376,285,378,375,495,375,658,-1,-1,266,230,-1,-1,-1,-1,214,397,116,355,168,225,363,234,371,355,310,407,229,111,318,243,sports
17782,078298836.jpg,-1,-1,711,706,668,551,627,546,558,699,-1,-1,648,549,-1,-1,-1,-1,-1,-1,515,460,599,464,672,402,629,387,548,423,552,352,578,279,654,383,sports
17783,078298836.jpg,-1,-1,141,386,137,275,189,278,201,389,-1,-1,163,277,167,112,-1,-1,-1,-1,123,245,97,201,102,115,232,108,248,195,242,250,128,1,201,91,sports
17800,063664104.jpg,384,506,411,410,451,335,479,336,-1,-1,568,503,465,336,468,265,-1,-1,-1,-1,424,341,415,319,430,263,505,267,509,326,497,323,450,183,493,240,sports
17801,063664104.jpg,237,522,249,464,281,434,317,437,352,464,362,506,299,436,305,375,-1,-1,-1,-1,-1,-1,-1,-1,281,376,328,373,338,405,325,407,289,319,320,369,sports
17802,029795743.jpg,403,375,448,328,497,285,539,293,-1,-1,-1,-1,-1,-1,525,209,-1,-1,-1,-1,491,272,457,269,478,208,571,209,579,280,565,280,515,126,569,201,sports
17803,029795743.jpg,153,436,190,367,229,291,280,293,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,261,275,209,272,229,213,310,208,-1,-1,-1,-1,257,123,311,198,sports
17804,029795743.jpg,-1,-1,747,365,708,282,747,285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,755,306,-1,-1,745,222,790,230,-1,-1,-1,-1,771,157,822,228,sports
17805,018259713.jpg,-1,-1,-1,-1,572,357,679,367,758,563,754,710,-1,-1,622,171,-1,-1,-1,-1,526,299,495,272,528,168,716,173,741,288,657,322,576,20,672,161,sports
17806,018259713.jpg,-1,-1,-1,-1,881,693,934,714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,683,462,830,465,926,418,1030,471,1067,669,964,708,878,203,1000,406,sports
17807,061658784.jpg,-1,-1,-1,-1,665,354,733,356,789,442,788,546,699,355,-1,-1,-1,-1,-1,-1,629,334,-1,-1,653,240,741,235,753,295,733,317,654,122,707,194,sports
17808,023384837.jpg,-1,-1,-1,-1,568,640,725,636,-1,-1,-1,-1,-1,-1,632,322,-1,-1,-1,-1,563,638,493,537,514,311,750,332,793,508,836,628,582,59,698,229,sports
17809,007991511.jpg,-1,-1,229,680,318,470,444,468,534,648,-1,-1,-1,-1,444,290,-1,-1,-1,-1,474,328,412,328,360,263,528,316,524,390,514,446,409,135,512,308,sports
17810,000055418.jpg,303,456,291,380,275,288,304,284,321,371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,256,258,-1,-1,272,177,310,191,304,246,269,266,246,113,287,174,sports
17811,000055418.jpg,403,633,411,533,382,452,350,452,317,538,262,631,366,452,390,329,-1,-1,-1,-1,-1,-1,475,317,424,320,355,338,-1,-1,-1,-1,391,264,443,335,sports
17812,000055418.jpg,1003,697,986,618,983,519,949,529,-1,-1,973,710,966,524,981,397,-1,-1,-1,-1,-1,-1,1018,452,1005,387,957,407,955,495,928,561,924,300,979,379,sports
17813,000055418.jpg,-1,-1,-1,-1,479,150,502,153,495,210,498,284,-1,-1,484,59,-1,-1,-1,-1,416,39,-1,-1,455,47,512,70,518,131,490,112,468,2,509,65,sports
17814,060831940.jpg,867,551,862,439,917,371,883,381,904,490,949,586,900,376,847,269,-1,-1,-1,-1,-1,-1,896,203,888,235,805,302,805,373,785,423,801,195,854,266,sports
17815,060831940.jpg,-1,-1,1010,325,1025,214,1079,210,-1,-1,-1,-1,1052,212,1037,96,-1,-1,-1,-1,1039,237,992,193,990,109,1084,82,1111,143,1131,199,1002,23,1056,98,sports
17816,060831940.jpg,217,647,229,532,232,442,240,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,264,450,237,378,240,299,213,288,-1,-1,-1,-1,229,203,281,277,sports
17817,036214878.jpg,-1,-1,-1,-1,116,264,86,260,96,341,83,432,-1,-1,107,161,-1,-1,-1,-1,160,262,123,244,130,176,84,146,60,211,-1,-1,116,94,167,162,sports
17818,075231097.jpg,-1,-1,-1,-1,702,356,766,360,-1,-1,-1,-1,734,358,714,262,-1,-1,-1,-1,623,410,605,324,637,252,790,272,842,326,838,420,663,191,751,324,sports
17903,006767354.jpg,641,581,638,495,616,385,646,392,658,486,664,592,-1,-1,-1,-1,-1,-1,-1,-1,590,389,-1,-1,610,254,680,261,683,331,-1,-1,612,169,662,234,dancing
17904,006767354.jpg,732,572,742,448,739,352,708,348,-1,-1,703,577,-1,-1,721,215,-1,-1,-1,-1,759,383,751,312,754,221,688,208,-1,-1,-1,-1,708,128,761,198,dancing
17905,099338988.jpg,580,510,571,418,582,333,594,337,612,415,637,521,-1,-1,-1,-1,-1,-1,-1,-1,606,276,624,246,600,233,583,246,576,303,-1,-1,552,171,594,223,dancing
17906,099338988.jpg,448,535,492,465,487,390,517,390,516,454,-1,-1,502,390,529,301,-1,-1,-1,-1,403,357,450,331,495,294,562,308,568,359,570,401,513,243,552,290,dancing
17907,069872692.jpg,623,528,619,444,612,365,632,364,640,444,633,536,622,365,627,253,-1,-1,-1,-1,556,344,583,293,604,247,650,259,648,316,656,370,600,191,644,240,dancing
17908,069872692.jpg,875,546,851,474,823,375,795,380,781,456,791,555,809,378,826,295,-1,-1,-1,-1,-1,-1,840,341,850,299,801,290,763,330,726,369,805,235,848,283,dancing
17909,016228082.jpg,394,517,420,447,458,368,419,359,384,435,350,496,439,364,414,248,-1,-1,-1,-1,407,123,426,176,439,230,389,266,353,225,308,198,377,207,420,262,dancing
17910,016228082.jpg,505,602,537,498,582,416,537,428,515,490,534,575,560,422,522,284,-1,-1,-1,-1,595,144,580,208,556,272,487,296,481,274,457,258,494,226,537,287,dancing
17911,001241609.jpg,110,469,105,405,99,342,112,345,125,411,145,479,-1,-1,-1,-1,-1,-1,-1,-1,59,284,-1,-1,99,249,111,258,101,304,69,340,82,183,126,231,dancing
17912,001241609.jpg,1026,522,993,447,997,358,965,357,952,450,952,543,981,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1019,259,990,261,979,307,952,343,972,195,1018,249,dancing
17913,017128264.jpg,409,523,474,438,522,342,487,350,539,427,566,517,505,346,494,223,-1,-1,-1,-1,572,345,551,263,531,212,456,234,428,295,391,347,454,156,498,215,dancing
17914,017128264.jpg,868,687,827,598,860,519,900,522,878,620,884,691,880,521,875,407,-1,-1,-1,-1,809,480,-1,-1,855,381,894,432,871,503,833,471,873,335,924,400,dancing
17915,083817592.jpg,446,580,438,456,453,358,476,355,481,480,556,567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,469,237,453,232,370,220,308,170,435,160,491,224,dancing
17916,083817592.jpg,710,535,617,532,575,484,620,461,707,503,727,497,598,473,555,379,-1,-1,-1,-1,551,509,-1,-1,529,387,581,370,623,394,666,407,519,313,562,369,dancing
17917,002163932.jpg,670,638,681,527,647,428,678,434,-1,-1,633,604,663,431,712,321,-1,-1,-1,-1,689,250,661,270,681,306,743,336,787,376,822,403,688,242,735,302,dancing
17918,002163932.jpg,615,496,632,394,582,309,594,309,602,399,555,476,-1,-1,629,193,-1,-1,-1,-1,647,203,617,233,602,194,656,191,702,224,766,258,620,139,665,206,dancing
17919,023314730.jpg,665,582,665,472,670,358,635,359,612,472,606,587,653,359,654,227,-1,-1,-1,-1,-1,-1,749,213,686,230,621,224,567,221,585,207,622,157,674,221,dancing
17920,075730560.jpg,1057,860,934,751,840,583,912,571,879,739,811,896,876,577,854,358,-1,-1,-1,-1,828,422,787,398,790,359,917,357,999,427,994,484,819,235,894,349,dancing
17921,058611054.jpg,902,170,924,333,948,481,900,522,854,640,785,798,924,502,1018,638,-1,-1,-1,-1,1068,436,1063,515,1070,611,965,664,-1,-1,780,601,1023,669,1104,763,dancing
17922,078273571.jpg,955,951,-1,-1,933,850,967,850,832,792,849,944,-1,-1,800,716,-1,-1,-1,-1,714,968,760,874,765,778,835,653,856,545,856,453,724,613,801,713,dancing
17923,074615050.jpg,920,999,891,994,759,941,792,898,946,831,1086,946,-1,-1,819,756,-1,-1,-1,-1,795,1021,776,910,838,797,800,715,706,725,617,763,821,655,899,771,dancing
17924,074615050.jpg,1469,612,1459,527,1460,446,1494,446,1500,524,1514,609,1477,446,1483,356,-1,-1,-1,-1,1475,397,1429,404,1445,358,1520,354,1495,392,1447,389,1463,277,1505,335,dancing
17925,074615050.jpg,1317,610,1322,524,1325,453,1363,455,1363,526,1360,598,1344,454,1343,364,-1,-1,-1,-1,1300,458,1302,415,1309,367,1376,361,1399,404,-1,-1,1329,294,1367,349,dancing
17926,074615050.jpg,334,597,329,517,321,462,353,459,371,525,379,594,337,461,336,363,-1,-1,-1,-1,292,420,264,392,308,361,363,365,402,394,383,418,313,298,351,351,dancing
17927,005060139.jpg,653,827,708,684,813,584,884,584,1001,680,1065,832,849,584,856,430,-1,-1,-1,-1,896,406,836,446,801,432,910,427,920,539,910,639,817,318,885,411,dancing
17928,089251142.jpg,1219,869,1094,780,1132,619,1142,610,1226,792,1286,927,-1,-1,-1,-1,-1,-1,-1,-1,1094,658,-1,-1,1101,410,1072,412,1120,523,1142,629,1011,288,1093,405,dancing
17929,022703183.jpg,1027,956,957,807,880,600,959,607,894,773,822,985,920,604,933,359,-1,-1,-1,-1,841,367,856,441,861,362,1005,355,942,472,-1,-1,902,200,988,319,dancing
17930,055339244.jpg,-1,-1,747,933,820,715,891,718,1004,961,-1,-1,856,717,-1,-1,-1,-1,-1,-1,-1,-1,724,420,836,417,886,467,781,595,755,475,773,277,880,418,dancing
17931,064428816.jpg,1101,1023,942,893,822,730,896,706,807,845,786,1076,859,718,811,482,-1,-1,-1,-1,692,751,721,612,738,484,884,480,942,629,971,742,739,302,832,431,dancing
17932,016862821.jpg,626,622,620,541,613,448,623,448,653,537,698,612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,634,338,601,357,621,418,645,410,591,271,634,331,dancing
17933,016862821.jpg,159,251,152,175,142,104,106,105,107,180,112,254,124,105,119,29,-1,-1,-1,-1,-1,-1,165,68,148,24,89,33,76,79,-1,-1,102,2,143,50,dancing
17934,016862821.jpg,-1,-1,-1,-1,126,684,84,683,-1,-1,-1,-1,-1,-1,96,589,-1,-1,-1,-1,-1,-1,187,639,142,585,49,593,-1,-1,-1,-1,66,514,116,587,dancing
17935,097623126.jpg,734,612,734,525,737,420,697,420,692,516,693,612,717,420,730,306,-1,-1,-1,-1,764,242,785,299,761,306,698,306,661,259,685,213,694,243,746,309,dancing
17936,048815596.jpg,709,628,724,525,716,444,754,439,782,522,799,606,735,442,712,342,-1,-1,-1,-1,677,461,658,407,676,355,748,328,786,387,812,432,688,266,738,327,dancing
17937,005764270.jpg,556,574,560,486,573,399,587,399,600,495,622,582,-1,-1,-1,-1,-1,-1,-1,-1,479,317,520,330,564,295,568,291,575,317,573,346,545,220,587,280,dancing
17938,005764270.jpg,-1,-1,141,642,78,655,12,654,-1,-1,-1,-1,45,655,43,530,-1,-1,-1,-1,-1,-1,137,577,83,530,3,530,-1,-1,-1,-1,24,446,81,517,dancing
17939,093726204.jpg,487,564,494,494,503,391,497,390,479,467,438,527,-1,-1,-1,-1,-1,-1,-1,-1,643,296,592,295,542,277,539,278,-1,-1,-1,-1,528,214,571,270,dancing
17940,058626784.jpg,635,593,629,501,648,407,680,407,685,495,693,588,664,407,674,310,-1,-1,-1,-1,558,330,602,323,642,306,706,314,728,349,701,328,650,234,693,297,dancing
17941,069919320.jpg,553,639,553,497,567,363,491,367,490,532,502,679,529,365,522,181,-1,-1,-1,-1,646,356,643,288,597,184,446,177,396,286,425,303,489,48,563,148,winter activities
17942,052517579.jpg,454,656,461,544,459,394,531,397,529,533,528,595,495,396,513,241,-1,-1,-1,-1,322,357,391,295,461,233,564,248,601,322,641,396,476,127,545,230,winter activities
17943,083473795.jpg,499,464,501,391,516,346,544,347,540,412,537,492,530,347,528,278,-1,-1,-1,-1,457,350,474,319,498,277,558,279,588,322,575,355,507,202,553,263,winter activities
17944,003313346.jpg,454,665,462,541,459,395,528,407,532,530,526,580,494,401,508,237,-1,-1,-1,-1,321,359,394,298,455,230,561,243,603,317,633,394,478,128,543,226,winter activities
17945,026837837.jpg,734,602,734,549,733,517,758,520,763,573,758,619,746,519,753,460,-1,-1,-1,-1,699,537,711,501,726,460,779,460,789,486,755,486,735,405,765,455,winter activities
17946,046964836.jpg,873,941,859,744,806,600,878,607,-1,-1,815,867,842,604,848,357,-1,-1,-1,-1,652,561,705,463,774,357,921,357,979,446,1044,497,818,186,905,326,winter activities
17947,007660362.jpg,1121,966,1051,792,996,600,888,602,863,759,851,927,942,601,933,355,-1,-1,-1,-1,1068,612,1080,494,1034,350,832,359,806,513,796,638,876,158,973,293,winter activities
17948,070590667.jpg,-1,-1,-1,-1,705,922,876,885,-1,-1,-1,-1,791,904,775,395,-1,-1,-1,-1,671,820,547,690,603,414,947,376,953,615,1059,730,731,44,936,344,winter activities
17949,070590667.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1675,0,1919,300,winter activities
17950,039366341.jpg,954,827,917,712,937,618,986,620,944,730,1023,740,962,619,942,457,-1,-1,-1,-1,878,544,894,512,903,459,981,454,1041,521,1029,537,900,354,963,438,winter activities
17951,039366341.jpg,1296,874,-1,-1,1265,662,1320,655,1246,737,1313,819,1293,659,1269,505,-1,-1,-1,-1,1207,559,1188,585,1217,504,1320,506,1390,537,1371,619,1233,387,1290,480,winter activities
17952,027266799.jpg,682,747,723,717,701,602,747,606,760,715,721,821,724,604,740,461,-1,-1,-1,-1,660,571,645,508,693,458,786,464,834,525,812,560,726,362,777,438,winter activities
17953,027266799.jpg,1073,729,1128,713,1116,602,1160,606,1160,720,1137,824,1138,604,1142,458,-1,-1,-1,-1,1116,575,1055,527,1101,457,1182,459,1216,520,1228,538,1127,355,1179,437,winter activities
17954,000337885.jpg,189,903,340,812,420,590,460,598,554,783,549,997,-1,-1,-1,-1,-1,-1,-1,-1,511,465,422,477,458,347,448,352,379,422,-1,-1,439,194,538,327,winter activities
17955,000337885.jpg,732,773,902,814,869,610,931,610,972,783,917,978,900,610,-1,-1,-1,-1,-1,-1,948,537,847,494,893,355,946,374,-1,-1,-1,-1,907,204,996,335,winter activities
17956,071983031.jpg,-1,-1,681,1040,586,761,714,754,545,987,-1,-1,650,758,654,431,-1,-1,-1,-1,548,510,433,603,513,428,794,433,902,508,867,653,546,210,671,393,winter activities
17957,071983031.jpg,-1,-1,1256,1065,1180,816,1309,810,1203,1047,-1,-1,1245,813,1253,458,-1,-1,-1,-1,1118,602,1051,616,1139,455,1367,461,1493,523,1478,687,1143,226,1290,411,winter activities
17958,038133582.jpg,623,528,606,446,604,363,650,367,656,462,666,548,-1,-1,624,239,-1,-1,-1,-1,541,273,545,301,564,242,683,235,703,309,672,361,583,139,636,209,winter activities
17959,076519020.jpg,564,540,544,471,534,372,577,371,592,467,600,558,556,372,566,247,-1,-1,-1,-1,483,377,495,303,514,245,618,248,636,320,610,372,530,154,580,220,winter activities
17960,059768703.jpg,592,495,571,410,601,320,580,320,542,416,559,508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,577,186,535,185,541,247,513,320,500,115,552,185,winter activities
17961,092701211.jpg,803,580,798,506,792,432,755,439,753,537,748,612,774,436,776,328,-1,-1,-1,-1,840,442,824,400,811,327,740,328,723,394,-1,-1,757,261,798,319,winter activities
17962,092701211.jpg,887,498,881,456,871,396,847,400,-1,-1,831,513,859,398,864,318,-1,-1,-1,-1,904,318,904,343,885,319,843,316,839,348,-1,-1,860,263,898,309,winter activities
17963,092701211.jpg,991,496,986,446,980,393,953,396,947,436,942,489,967,395,970,307,-1,-1,-1,-1,-1,-1,1011,343,994,307,946,306,935,342,919,375,943,255,981,300,winter activities
17964,039837768.jpg,-1,-1,691,602,688,562,661,562,645,620,628,669,675,562,674,474,-1,-1,-1,-1,751,487,727,509,704,477,643,471,610,503,-1,-1,667,409,706,459,winter activities
